Date/Time,Lat,Lon,dayname,hour,time,cat_timeday,timeday
2014-06-25 20:55:00,40.7345,-73.9999,Wednesday,20,20:55:00,Evening,Wednesday Evening
2014-08-01 23:58:00,40.6447,-73.782,Friday,23,23:58:00,Night,Friday Night
2014-09-23 07:16:00,40.705,-74.0159,Tuesday,7,07:16:00,Morning,Tuesday Morning
2014-09-07 00:07:00,40.6769,-73.965,Sunday,0,00:07:00,Night,Sunday Night
2014-08-20 18:25:00,40.7039,-74.0128,Wednesday,18,18:25:00,Evening,Wednesday Evening
2014-09-21 07:25:00,40.774,-73.8718,Sunday,7,07:25:00,Morning,Sunday Morning
2014-04-10 21:23:00,40.7297,-73.9908,Thursday,21,21:23:00,Night,Thursday Night
2014-06-21 10:20:00,40.7162,-73.9878,Saturday,10,10:20:00,Morning,Saturday Morning
2014-04-25 22:49:00,40.7412,-73.993,Friday,22,22:49:00,Night,Friday Night
2014-09-13 18:48:00,40.8429,-73.943,Saturday,18,18:48:00,Evening,Saturday Evening
2014-08-28 14:44:00,40.7429,-73.9845,Thursday,14,14:44:00,Afternoon,Thursday Afternoon
2014-04-30 21:20:00,40.7591,-73.9725,Wednesday,21,21:20:00,Night,Wednesday Night
2014-08-27 16:03:00,40.7255,-73.9987,Wednesday,16,16:03:00,Afternoon,Wednesday Afternoon
2014-05-21 14:20:00,40.7631,-73.9699,Wednesday,14,14:20:00,Afternoon,Wednesday Afternoon
2014-04-22 17:21:00,40.741,-74.0054,Tuesday,17,17:21:00,Evening,Tuesday Evening
2014-07-23 22:54:00,40.7076,-74.0085,Wednesday,22,22:54:00,Night,Wednesday Night
2014-09-10 16:21:00,40.7509,-73.9908,Wednesday,16,16:21:00,Afternoon,Wednesday Afternoon
2014-09-12 19:46:00,40.718,-74.0147,Friday,19,19:46:00,Evening,Friday Evening
2014-05-16 21:52:00,40.7667,-73.9787,Friday,21,21:52:00,Night,Friday Night
2014-08-28 12:25:00,40.7551,-73.9835,Thursday,12,12:25:00,Afternoon,Thursday Afternoon
2014-06-09 01:14:00,40.77,-73.9805,Monday,1,01:14:00,Night,Monday Night
2014-05-09 23:00:00,40.7291,-74.0111,Friday,23,23:00:00,Night,Friday Night
2014-07-28 18:11:00,40.7208,-74.0015,Monday,18,18:11:00,Evening,Monday Evening
2014-08-28 13:00:00,40.7575,-73.9843,Thursday,13,13:00:00,Afternoon,Thursday Afternoon
2014-08-12 16:24:00,40.6447,-73.782,Tuesday,16,16:24:00,Afternoon,Tuesday Afternoon
2014-06-10 08:04:00,40.7744,-73.9794,Tuesday,8,08:04:00,Morning,Tuesday Morning
2014-08-04 21:45:00,40.6449,-73.7815,Monday,21,21:45:00,Night,Monday Night
2014-05-29 15:12:00,40.7544,-73.9811,Thursday,15,15:12:00,Afternoon,Thursday Afternoon
2014-06-21 14:18:00,40.696,-73.8434,Saturday,14,14:18:00,Afternoon,Saturday Afternoon
2014-07-13 17:14:00,40.6921,-73.9533,Sunday,17,17:14:00,Evening,Sunday Evening
2014-06-08 18:19:00,40.6976,-73.9728,Sunday,18,18:19:00,Evening,Sunday Evening
2014-04-27 00:58:00,40.7441,-73.9513,Sunday,0,00:58:00,Night,Sunday Night
2014-09-07 02:43:00,40.7201,-73.9892,Sunday,2,02:43:00,Night,Sunday Night
2014-08-31 13:52:00,40.7717,-73.9565,Sunday,13,13:52:00,Afternoon,Sunday Afternoon
2014-08-12 20:35:00,40.7828,-73.98,Tuesday,20,20:35:00,Evening,Tuesday Evening
2014-04-13 19:59:00,40.6915,-73.9597,Sunday,19,19:59:00,Evening,Sunday Evening
2014-08-18 17:51:00,40.1659,-74.0199,Monday,17,17:51:00,Evening,Monday Evening
2014-07-23 12:06:00,40.6435,-73.7898,Wednesday,12,12:06:00,Afternoon,Wednesday Afternoon
2014-09-03 18:10:00,40.7276,-73.9892,Wednesday,18,18:10:00,Evening,Wednesday Evening
2014-06-26 16:58:00,40.759,-73.9725,Thursday,16,16:58:00,Afternoon,Thursday Afternoon
2014-06-28 01:02:00,40.7399,-74.0067,Saturday,1,01:02:00,Night,Saturday Night
2014-07-24 13:03:00,40.7642,-73.9543,Thursday,13,13:03:00,Afternoon,Thursday Afternoon
2014-08-28 20:44:00,40.6752,-74.0168,Thursday,20,20:44:00,Evening,Thursday Evening
2014-07-07 07:56:00,40.7623,-73.9822,Monday,7,07:56:00,Morning,Monday Morning
2014-06-30 15:50:00,40.7574,-74.0009,Monday,15,15:50:00,Afternoon,Monday Afternoon
2014-05-17 18:30:00,40.7224,-73.9549,Saturday,18,18:30:00,Evening,Saturday Evening
2014-08-30 16:26:00,40.7215,-73.9583,Saturday,16,16:26:00,Afternoon,Saturday Afternoon
2014-07-01 15:29:00,40.7508,-74.0057,Tuesday,15,15:29:00,Afternoon,Tuesday Afternoon
2014-09-27 21:33:00,40.7703,-73.95,Saturday,21,21:33:00,Night,Saturday Night
2014-04-04 16:38:00,40.7582,-73.9649,Friday,16,16:38:00,Afternoon,Friday Afternoon
2014-08-31 16:11:00,40.6692,-73.9775,Sunday,16,16:11:00,Afternoon,Sunday Afternoon
2014-08-01 22:02:00,40.646,-73.7767,Friday,22,22:02:00,Night,Friday Night
2014-07-30 06:44:00,40.6945,-73.9962,Wednesday,6,06:44:00,Morning,Wednesday Morning
2014-04-13 14:20:00,40.7491,-73.992,Sunday,14,14:20:00,Afternoon,Sunday Afternoon
2014-09-20 19:25:00,40.7798,-73.9526,Saturday,19,19:25:00,Evening,Saturday Evening
2014-04-10 18:36:00,40.7663,-73.986,Thursday,18,18:36:00,Evening,Thursday Evening
2014-08-05 19:34:00,40.7172,-73.9976,Tuesday,19,19:34:00,Evening,Tuesday Evening
2014-05-21 13:42:00,40.7371,-73.9938,Wednesday,13,13:42:00,Afternoon,Wednesday Afternoon
2014-05-02 19:08:00,40.7216,-74.0053,Friday,19,19:08:00,Evening,Friday Evening
2014-07-27 13:17:00,40.7709,-73.8659,Sunday,13,13:17:00,Afternoon,Sunday Afternoon
2014-09-26 23:32:00,40.7297,-74.0008,Friday,23,23:32:00,Night,Friday Night
2014-04-29 17:16:00,40.7502,-73.9788,Tuesday,17,17:16:00,Evening,Tuesday Evening
2014-05-16 07:41:00,40.8465,-73.94,Friday,7,07:41:00,Morning,Friday Morning
2014-06-06 12:44:00,40.7473,-74.0015,Friday,12,12:44:00,Afternoon,Friday Afternoon
2014-08-21 01:03:00,40.7263,-73.9784,Thursday,1,01:03:00,Night,Thursday Night
2014-08-24 15:36:00,40.7141,-73.9599,Sunday,15,15:36:00,Afternoon,Sunday Afternoon
2014-04-26 16:39:00,40.6967,-73.9832,Saturday,16,16:39:00,Afternoon,Saturday Afternoon
2014-07-27 04:40:00,40.6833,-73.9757,Sunday,4,04:40:00,Night,Sunday Night
2014-09-03 12:32:00,40.6974,-73.9871,Wednesday,12,12:32:00,Afternoon,Wednesday Afternoon
2014-09-16 01:56:00,40.7191,-74.011,Tuesday,1,01:56:00,Night,Tuesday Night
2014-08-25 19:04:00,40.6444,-73.7819,Monday,19,19:04:00,Evening,Monday Evening
2014-07-14 12:49:00,40.6951,-74.1783,Monday,12,12:49:00,Afternoon,Monday Afternoon
2014-08-15 17:27:00,40.7491,-73.9923,Friday,17,17:27:00,Evening,Friday Evening
2014-05-14 21:21:00,40.7406,-73.9945,Wednesday,21,21:21:00,Night,Wednesday Night
2014-06-02 16:45:00,40.7636,-73.9795,Monday,16,16:45:00,Afternoon,Monday Afternoon
2014-09-03 19:10:00,40.7165,-74.0165,Wednesday,19,19:10:00,Evening,Wednesday Evening
2014-09-29 09:38:00,40.725,-73.9781,Monday,9,09:38:00,Morning,Monday Morning
2014-06-02 06:23:00,40.7643,-73.971,Monday,6,06:23:00,Morning,Monday Morning
2014-05-14 19:17:00,40.6366,-74.0121,Wednesday,19,19:17:00,Evening,Wednesday Evening
2014-09-18 21:13:00,40.7593,-73.9819,Thursday,21,21:13:00,Night,Thursday Night
2014-06-07 00:35:00,40.7137,-74.0089,Saturday,0,00:35:00,Night,Saturday Night
2014-09-15 22:31:00,40.7057,-73.9215,Monday,22,22:31:00,Night,Monday Night
2014-07-03 14:35:00,40.7636,-73.9791,Thursday,14,14:35:00,Afternoon,Thursday Afternoon
2014-05-23 22:53:00,40.7427,-74.0074,Friday,22,22:53:00,Night,Friday Night
2014-07-25 07:27:00,40.7347,-74.0048,Friday,7,07:27:00,Morning,Friday Morning
2014-05-06 17:51:00,40.7679,-73.9826,Tuesday,17,17:51:00,Evening,Tuesday Evening
2014-04-04 16:04:00,40.7472,-74.0007,Friday,16,16:04:00,Afternoon,Friday Afternoon
2014-05-30 22:15:00,40.7643,-73.9714,Friday,22,22:15:00,Night,Friday Night
2014-06-25 17:39:00,40.7538,-73.9886,Wednesday,17,17:39:00,Evening,Wednesday Evening
2014-09-04 00:49:00,40.6852,-73.9864,Thursday,0,00:49:00,Night,Thursday Night
2014-06-03 10:44:00,40.7279,-73.9914,Tuesday,10,10:44:00,Morning,Tuesday Morning
2014-06-13 20:09:00,40.7753,-73.9537,Friday,20,20:09:00,Evening,Friday Evening
2014-08-04 07:08:00,40.7864,-73.9724,Monday,7,07:08:00,Morning,Monday Morning
2014-04-30 20:14:00,40.7217,-74.0098,Wednesday,20,20:14:00,Evening,Wednesday Evening
2014-06-03 17:26:00,40.7454,-73.9929,Tuesday,17,17:26:00,Evening,Tuesday Evening
2014-08-02 10:14:00,40.7174,-73.9521,Saturday,10,10:14:00,Morning,Saturday Morning
2014-08-07 07:54:00,40.7309,-74.005,Thursday,7,07:54:00,Morning,Thursday Morning
2014-08-27 11:55:00,40.7241,-73.953,Wednesday,11,11:55:00,Morning,Wednesday Morning
2014-07-10 18:58:00,40.7549,-73.9647,Thursday,18,18:58:00,Evening,Thursday Evening
2014-07-15 18:14:00,40.7544,-73.9632,Tuesday,18,18:14:00,Evening,Tuesday Evening
2014-09-19 21:56:00,40.7523,-73.9932,Friday,21,21:56:00,Night,Friday Night
2014-08-10 18:21:00,40.6936,-73.9342,Sunday,18,18:21:00,Evening,Sunday Evening
2014-06-26 19:52:00,40.681,-73.9594,Thursday,19,19:52:00,Evening,Thursday Evening
2014-09-26 13:12:00,40.7692,-73.9814,Friday,13,13:12:00,Afternoon,Friday Afternoon
2014-04-25 22:55:00,40.7528,-73.9833,Friday,22,22:55:00,Night,Friday Night
2014-09-30 17:13:00,40.7632,-73.961,Tuesday,17,17:13:00,Evening,Tuesday Evening
2014-08-16 14:18:00,40.6293,-73.9994,Saturday,14,14:18:00,Afternoon,Saturday Afternoon
2014-04-25 22:10:00,40.72,-73.9991,Friday,22,22:10:00,Night,Friday Night
2014-09-02 17:00:00,40.751,-73.9365,Tuesday,17,17:00:00,Evening,Tuesday Evening
2014-08-07 11:37:00,40.7546,-73.9839,Thursday,11,11:37:00,Morning,Thursday Morning
2014-05-23 10:51:00,40.7785,-73.9585,Friday,10,10:51:00,Morning,Friday Morning
2014-06-01 16:35:00,40.6878,-74.1821,Sunday,16,16:35:00,Afternoon,Sunday Afternoon
2014-08-13 08:02:00,40.7132,-73.9929,Wednesday,8,08:02:00,Morning,Wednesday Morning
2014-07-12 22:32:00,40.7172,-74.0046,Saturday,22,22:32:00,Night,Saturday Night
2014-08-21 02:22:00,40.8831,-73.8922,Thursday,2,02:22:00,Night,Thursday Night
2014-07-06 12:46:00,40.6907,-73.931,Sunday,12,12:46:00,Afternoon,Sunday Afternoon
2014-05-20 13:14:00,40.7442,-73.9955,Tuesday,13,13:14:00,Afternoon,Tuesday Afternoon
2014-07-26 17:34:00,40.7369,-73.9743,Saturday,17,17:34:00,Evening,Saturday Evening
2014-07-02 18:18:00,40.7225,-73.9976,Wednesday,18,18:18:00,Evening,Wednesday Evening
2014-09-27 14:08:00,40.6403,-73.9566,Saturday,14,14:08:00,Afternoon,Saturday Afternoon
2014-08-03 16:46:00,40.661,-73.9901,Sunday,16,16:46:00,Afternoon,Sunday Afternoon
2014-04-17 17:49:00,40.7212,-74.0003,Thursday,17,17:49:00,Evening,Thursday Evening
2014-06-30 22:52:00,40.7801,-73.955,Monday,22,22:52:00,Night,Monday Night
2014-06-25 07:05:00,40.7412,-73.9791,Wednesday,7,07:05:00,Morning,Wednesday Morning
2014-05-08 11:23:00,40.7636,-73.9748,Thursday,11,11:23:00,Morning,Thursday Morning
2014-09-08 18:55:00,40.6989,-73.9174,Monday,18,18:55:00,Evening,Monday Evening
2014-04-05 15:05:00,40.7263,-74.0108,Saturday,15,15:05:00,Afternoon,Saturday Afternoon
2014-09-08 15:49:00,40.7627,-73.9784,Monday,15,15:49:00,Afternoon,Monday Afternoon
2014-08-02 11:08:00,40.7563,-73.973,Saturday,11,11:08:00,Morning,Saturday Morning
2014-06-04 22:03:00,40.8266,-73.9298,Wednesday,22,22:03:00,Night,Wednesday Night
2014-09-14 13:57:00,40.7701,-73.9594,Sunday,13,13:57:00,Afternoon,Sunday Afternoon
2014-05-28 16:04:00,40.7495,-73.9773,Wednesday,16,16:04:00,Afternoon,Wednesday Afternoon
2014-08-01 16:39:00,40.7039,-73.9888,Friday,16,16:39:00,Afternoon,Friday Afternoon
2014-07-21 22:09:00,40.728,-73.999,Monday,22,22:09:00,Night,Monday Night
2014-06-26 05:45:00,40.7184,-73.9833,Thursday,5,05:45:00,Morning,Thursday Morning
2014-05-28 14:52:00,40.7035,-73.8087,Wednesday,14,14:52:00,Afternoon,Wednesday Afternoon
2014-08-27 11:57:00,40.748,-74.0046,Wednesday,11,11:57:00,Morning,Wednesday Morning
2014-08-28 08:11:00,40.7884,-73.9691,Thursday,8,08:11:00,Morning,Thursday Morning
2014-07-31 04:24:00,40.7125,-73.9561,Thursday,4,04:24:00,Night,Thursday Night
2014-04-26 08:40:00,40.7608,-73.9825,Saturday,8,08:40:00,Morning,Saturday Morning
2014-08-03 22:26:00,40.85,-73.9382,Sunday,22,22:26:00,Night,Sunday Night
2014-09-18 07:05:00,40.6918,-73.9069,Thursday,7,07:05:00,Morning,Thursday Morning
2014-08-11 05:38:00,40.6416,-73.7888,Monday,5,05:38:00,Morning,Monday Morning
2014-09-07 11:19:00,40.7872,-73.9737,Sunday,11,11:19:00,Morning,Sunday Morning
2014-04-04 07:51:00,40.7376,-73.9933,Friday,7,07:51:00,Morning,Friday Morning
2014-09-21 10:54:00,40.7374,-73.7074,Sunday,10,10:54:00,Morning,Sunday Morning
2014-06-06 21:55:00,40.7209,-73.998,Friday,21,21:55:00,Night,Friday Night
2014-07-22 23:02:00,40.7543,-73.9764,Tuesday,23,23:02:00,Night,Tuesday Night
2014-06-19 15:08:00,40.7885,-73.967,Thursday,15,15:08:00,Afternoon,Thursday Afternoon
2014-08-24 15:17:00,40.7686,-74.0163,Sunday,15,15:17:00,Afternoon,Sunday Afternoon
2014-05-04 19:17:00,40.7098,-73.9623,Sunday,19,19:17:00,Evening,Sunday Evening
2014-08-21 20:21:00,40.7683,-73.8621,Thursday,20,20:21:00,Evening,Thursday Evening
2014-09-29 22:27:00,40.7222,-73.9576,Monday,22,22:27:00,Night,Monday Night
2014-09-18 16:17:00,40.7539,-73.9739,Thursday,16,16:17:00,Afternoon,Thursday Afternoon
2014-08-16 15:25:00,40.6417,-73.7887,Saturday,15,15:25:00,Afternoon,Saturday Afternoon
2014-07-02 08:25:00,40.7527,-73.9387,Wednesday,8,08:25:00,Morning,Wednesday Morning
2014-07-21 11:54:00,40.7582,-73.9855,Monday,11,11:54:00,Morning,Monday Morning
2014-05-10 12:59:00,40.6682,-73.873,Saturday,12,12:59:00,Afternoon,Saturday Afternoon
2014-07-10 21:19:00,40.7721,-73.9817,Thursday,21,21:19:00,Night,Thursday Night
2014-08-02 19:50:00,40.776,-73.9573,Saturday,19,19:50:00,Evening,Saturday Evening
2014-09-17 14:30:00,40.7535,-73.9851,Wednesday,14,14:30:00,Afternoon,Wednesday Afternoon
2014-08-23 18:53:00,40.7627,-73.9656,Saturday,18,18:53:00,Evening,Saturday Evening
2014-06-19 08:42:00,40.7313,-73.9855,Thursday,8,08:42:00,Morning,Thursday Morning
2014-09-18 07:21:00,40.7606,-73.9918,Thursday,7,07:21:00,Morning,Thursday Morning
2014-05-08 19:13:00,40.7506,-73.9762,Thursday,19,19:13:00,Evening,Thursday Evening
2014-07-26 20:51:00,40.6907,-73.9908,Saturday,20,20:51:00,Evening,Saturday Evening
2014-07-31 22:09:00,40.7146,-74.0084,Thursday,22,22:09:00,Night,Thursday Night
2014-07-17 13:50:00,40.7148,-74.0056,Thursday,13,13:50:00,Afternoon,Thursday Afternoon
2014-09-14 20:56:00,40.7373,-73.982,Sunday,20,20:56:00,Evening,Sunday Evening
2014-06-11 07:12:00,40.7521,-73.9854,Wednesday,7,07:12:00,Morning,Wednesday Morning
2014-06-06 23:07:00,40.7256,-73.992,Friday,23,23:07:00,Night,Friday Night
2014-09-16 00:48:00,40.7398,-74.0062,Tuesday,0,00:48:00,Night,Tuesday Night
2014-04-07 17:20:00,40.7586,-73.9706,Monday,17,17:20:00,Evening,Monday Evening
2014-09-20 19:12:00,40.7827,-73.9572,Saturday,19,19:12:00,Evening,Saturday Evening
2014-09-20 14:36:00,40.7365,-74.0301,Saturday,14,14:36:00,Afternoon,Saturday Afternoon
2014-06-30 10:28:00,40.7393,-74.0025,Monday,10,10:28:00,Morning,Monday Morning
2014-08-07 20:27:00,40.7314,-74.0055,Thursday,20,20:27:00,Evening,Thursday Evening
2014-09-27 00:41:00,40.6983,-73.9324,Saturday,0,00:41:00,Night,Saturday Night
2014-05-16 17:28:00,40.7642,-73.9574,Friday,17,17:28:00,Evening,Friday Evening
2014-07-21 15:15:00,40.7327,-73.9775,Monday,15,15:15:00,Afternoon,Monday Afternoon
2014-07-17 21:42:00,40.7283,-73.9955,Thursday,21,21:42:00,Night,Thursday Night
2014-09-11 08:31:00,40.7491,-73.9757,Thursday,8,08:31:00,Morning,Thursday Morning
2014-06-26 17:32:00,40.6822,-73.9335,Thursday,17,17:32:00,Evening,Thursday Evening
2014-05-08 11:14:00,40.765,-73.9613,Thursday,11,11:14:00,Morning,Thursday Morning
2014-06-16 15:07:00,40.7565,-73.9804,Monday,15,15:07:00,Afternoon,Monday Afternoon
2014-06-30 11:58:00,40.7299,-73.9914,Monday,11,11:58:00,Morning,Monday Morning
2014-07-13 00:52:00,40.7721,-73.9826,Sunday,0,00:52:00,Night,Sunday Night
2014-06-08 17:21:00,40.7434,-73.9745,Sunday,17,17:21:00,Evening,Sunday Evening
2014-09-12 12:26:00,40.7148,-73.9997,Friday,12,12:26:00,Afternoon,Friday Afternoon
2014-07-10 04:10:00,40.6951,-74.1775,Thursday,4,04:10:00,Night,Thursday Night
2014-07-26 19:57:00,40.7255,-73.9919,Saturday,19,19:57:00,Evening,Saturday Evening
2014-09-15 14:11:00,40.7541,-73.9783,Monday,14,14:11:00,Afternoon,Monday Afternoon
2014-06-15 00:11:00,40.7388,-74.0082,Sunday,0,00:11:00,Night,Sunday Night
2014-05-01 05:51:00,40.7198,-73.9921,Thursday,5,05:51:00,Morning,Thursday Morning
2014-05-29 16:06:00,40.7805,-73.9591,Thursday,16,16:06:00,Afternoon,Thursday Afternoon
2014-09-03 19:52:00,40.7587,-73.9855,Wednesday,19,19:52:00,Evening,Wednesday Evening
2014-09-19 22:47:00,40.7788,-73.9781,Friday,22,22:47:00,Night,Friday Night
2014-09-13 11:21:00,40.8435,-73.9392,Saturday,11,11:21:00,Morning,Saturday Morning
2014-06-20 20:03:00,40.7414,-74.007,Friday,20,20:03:00,Evening,Friday Evening
2014-08-06 07:37:00,40.7507,-73.9909,Wednesday,7,07:37:00,Morning,Wednesday Morning
2014-07-08 20:48:00,40.7704,-73.9602,Tuesday,20,20:48:00,Evening,Tuesday Evening
2014-05-25 14:32:00,40.7979,-73.9713,Sunday,14,14:32:00,Afternoon,Sunday Afternoon
2014-05-01 19:37:00,40.7624,-73.979,Thursday,19,19:37:00,Evening,Thursday Evening
2014-08-04 12:08:00,40.7415,-73.9988,Monday,12,12:08:00,Afternoon,Monday Afternoon
2014-05-28 07:14:00,40.67,-73.979,Wednesday,7,07:14:00,Morning,Wednesday Morning
2014-07-12 15:08:00,40.7202,-73.9614,Saturday,15,15:08:00,Afternoon,Saturday Afternoon
2014-09-25 16:08:00,40.7861,-73.9712,Thursday,16,16:08:00,Afternoon,Thursday Afternoon
2014-09-25 07:51:00,40.7455,-73.9838,Thursday,7,07:51:00,Morning,Thursday Morning
2014-05-06 16:16:00,40.7475,-73.9852,Tuesday,16,16:16:00,Afternoon,Tuesday Afternoon
2014-07-24 23:16:00,40.7142,-73.9553,Thursday,23,23:16:00,Night,Thursday Night
2014-08-31 18:56:00,40.7324,-73.9991,Sunday,18,18:56:00,Evening,Sunday Evening
2014-08-16 17:15:00,40.7449,-73.9885,Saturday,17,17:15:00,Evening,Saturday Evening
2014-09-03 19:55:00,40.7623,-73.9862,Wednesday,19,19:55:00,Evening,Wednesday Evening
2014-07-28 15:13:00,40.7212,-73.9842,Monday,15,15:13:00,Afternoon,Monday Afternoon
2014-06-25 23:20:00,40.764,-73.9741,Wednesday,23,23:20:00,Night,Wednesday Night
2014-09-03 22:58:00,40.6449,-73.7819,Wednesday,22,22:58:00,Night,Wednesday Night
2014-06-24 14:40:00,40.7419,-73.9809,Tuesday,14,14:40:00,Afternoon,Tuesday Afternoon
2014-04-11 23:50:00,40.7491,-73.992,Friday,23,23:50:00,Night,Friday Night
2014-06-28 22:58:00,40.6844,-73.976,Saturday,22,22:58:00,Night,Saturday Night
2014-07-17 22:48:00,40.6698,-73.9523,Thursday,22,22:48:00,Night,Thursday Night
2014-09-03 19:19:00,40.7482,-73.9887,Wednesday,19,19:19:00,Evening,Wednesday Evening
2014-07-27 19:08:00,40.787,-73.9563,Sunday,19,19:08:00,Evening,Sunday Evening
2014-07-20 03:24:00,40.7959,-73.9712,Sunday,3,03:24:00,Night,Sunday Night
2014-07-17 08:20:00,40.712,-74.0124,Thursday,8,08:20:00,Morning,Thursday Morning
2014-04-19 20:13:00,40.7081,-74.0136,Saturday,20,20:13:00,Evening,Saturday Evening
2014-08-02 22:01:00,40.7562,-73.9788,Saturday,22,22:01:00,Night,Saturday Night
2014-08-20 23:16:00,40.7586,-73.9868,Wednesday,23,23:16:00,Night,Wednesday Night
2014-07-31 05:42:00,40.7381,-74.0084,Thursday,5,05:42:00,Morning,Thursday Morning
2014-09-23 10:57:00,40.7246,-73.9978,Tuesday,10,10:57:00,Morning,Tuesday Morning
2014-08-01 22:39:00,40.7188,-73.9893,Friday,22,22:39:00,Night,Friday Night
2014-08-27 16:53:00,40.6771,-74.0132,Wednesday,16,16:53:00,Afternoon,Wednesday Afternoon
2014-04-02 18:17:00,40.7571,-73.9775,Wednesday,18,18:17:00,Evening,Wednesday Evening
2014-08-21 10:11:00,40.7423,-73.9797,Thursday,10,10:11:00,Morning,Thursday Morning
2014-09-23 04:21:00,40.7388,-74.0081,Tuesday,4,04:21:00,Night,Tuesday Night
2014-07-09 17:25:00,40.7437,-73.983,Wednesday,17,17:25:00,Evening,Wednesday Evening
2014-05-01 13:45:00,40.7296,-74.0084,Thursday,13,13:45:00,Afternoon,Thursday Afternoon
2014-07-10 16:40:00,40.7504,-73.9729,Thursday,16,16:40:00,Afternoon,Thursday Afternoon
2014-09-13 21:13:00,40.7235,-74.0107,Saturday,21,21:13:00,Night,Saturday Night
2014-08-03 16:18:00,40.7104,-74.0111,Sunday,16,16:18:00,Afternoon,Sunday Afternoon
2014-06-18 16:02:00,40.6916,-73.9844,Wednesday,16,16:02:00,Afternoon,Wednesday Afternoon
2014-05-30 13:19:00,40.7543,-73.9882,Friday,13,13:19:00,Afternoon,Friday Afternoon
2014-04-01 14:33:00,40.8023,-73.9701,Tuesday,14,14:33:00,Afternoon,Tuesday Afternoon
2014-06-18 09:38:00,40.7619,-73.9929,Wednesday,9,09:38:00,Morning,Wednesday Morning
2014-08-26 15:29:00,40.7742,-73.872,Tuesday,15,15:29:00,Afternoon,Tuesday Afternoon
2014-05-22 17:29:00,40.7685,-73.9689,Thursday,17,17:29:00,Evening,Thursday Evening
2014-06-06 06:39:00,40.7186,-73.9621,Friday,6,06:39:00,Morning,Friday Morning
2014-08-31 13:49:00,40.7555,-73.9682,Sunday,13,13:49:00,Afternoon,Sunday Afternoon
2014-06-02 17:38:00,40.7338,-74.0015,Monday,17,17:38:00,Evening,Monday Evening
2014-04-24 18:56:00,40.7248,-73.9932,Thursday,18,18:56:00,Evening,Thursday Evening
2014-09-04 20:57:00,40.7636,-73.9753,Thursday,20,20:57:00,Evening,Thursday Evening
2014-04-21 21:07:00,40.741,-74.0075,Monday,21,21:07:00,Night,Monday Night
2014-06-12 06:50:00,40.8446,-73.966,Thursday,6,06:50:00,Morning,Thursday Morning
2014-06-12 17:53:00,40.7016,-73.9827,Thursday,17,17:53:00,Evening,Thursday Evening
2014-04-18 12:58:00,40.692,-73.9637,Friday,12,12:58:00,Afternoon,Friday Afternoon
2014-05-14 18:56:00,40.7398,-74.0062,Wednesday,18,18:56:00,Evening,Wednesday Evening
2014-08-20 11:19:00,40.7241,-73.9414,Wednesday,11,11:19:00,Morning,Wednesday Morning
2014-04-26 22:36:00,40.8966,-73.9028,Saturday,22,22:36:00,Night,Saturday Night
2014-05-30 00:58:00,40.6266,-74.0298,Friday,0,00:58:00,Night,Friday Night
2014-09-13 15:20:00,40.734,-73.9909,Saturday,15,15:20:00,Afternoon,Saturday Afternoon
2014-09-12 06:27:00,40.7382,-74.0,Friday,6,06:27:00,Morning,Friday Morning
2014-06-04 22:31:00,40.7148,-74.0116,Wednesday,22,22:31:00,Night,Wednesday Night
2014-08-31 18:31:00,40.7222,-73.997,Sunday,18,18:31:00,Evening,Sunday Evening
2014-04-29 16:04:00,40.714,-73.991,Tuesday,16,16:04:00,Afternoon,Tuesday Afternoon
2014-08-09 12:37:00,40.652,-73.9726,Saturday,12,12:37:00,Afternoon,Saturday Afternoon
2014-06-19 21:02:00,40.7407,-74.0056,Thursday,21,21:02:00,Night,Thursday Night
2014-08-04 15:04:00,40.7383,-73.9922,Monday,15,15:04:00,Afternoon,Monday Afternoon
2014-08-13 07:28:00,40.724,-73.9784,Wednesday,7,07:28:00,Morning,Wednesday Morning
2014-09-02 16:58:00,40.7525,-73.9746,Tuesday,16,16:58:00,Afternoon,Tuesday Afternoon
2014-07-12 16:10:00,40.7685,-73.9854,Saturday,16,16:10:00,Afternoon,Saturday Afternoon
2014-09-05 06:53:00,40.7281,-73.9849,Friday,6,06:53:00,Morning,Friday Morning
2014-08-02 09:57:00,40.7578,-73.932,Saturday,9,09:57:00,Morning,Saturday Morning
2014-08-08 11:44:00,40.7411,-74.0019,Friday,11,11:44:00,Morning,Friday Morning
2014-07-02 17:40:00,40.7757,-73.9523,Wednesday,17,17:40:00,Evening,Wednesday Evening
2014-06-17 14:43:00,40.7063,-73.9307,Tuesday,14,14:43:00,Afternoon,Tuesday Afternoon
2014-05-27 05:32:00,40.7346,-73.9844,Tuesday,5,05:32:00,Morning,Tuesday Morning
2014-07-23 10:42:00,40.7727,-73.9607,Wednesday,10,10:42:00,Morning,Wednesday Morning
2014-08-13 06:18:00,40.6973,-73.9522,Wednesday,6,06:18:00,Morning,Wednesday Morning
2014-07-28 09:37:00,40.7434,-73.9744,Monday,9,09:37:00,Morning,Monday Morning
2014-08-26 17:48:00,40.7058,-74.0171,Tuesday,17,17:48:00,Evening,Tuesday Evening
2014-08-01 01:53:00,40.7219,-73.9579,Friday,1,01:53:00,Night,Friday Night
2014-05-02 21:35:00,40.7194,-74.0019,Friday,21,21:35:00,Night,Friday Night
2014-06-02 07:15:00,40.7332,-73.9888,Monday,7,07:15:00,Morning,Monday Morning
